Fecha de Contrato,Nº Expediente,Destino,Título:,Fecha de inicio,Fecha fin actual,Importe bruto licitación:,Importe bruto adjudicación:,Forma adjudicación:,Número de licitadores:,NIF,Razón social:,Fecha aprobación,duration_days,Importe bruto adjudicación per day,% bruto respect licitacion
2022-06-27,DEA-21/2022,DIR.OPERACION Y RED APTOS,"REPARACIÓN Y/O SUSTITUCIÓN DE EQUIPOS, MÓDULOS Y TARJETAS RHODE & SCHWARZ DE AENA S.M.E., S.A.",2022-07-27,2023-07-27,96800.0,96800.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A028160869,ROHDE   SCHWARZ ESP SA,,365.0,265.2054794520548,1.0
2022-06-27,DRH-37/2022,ORGANIZ.RECURSOS HUMANOS,FORMACIÓN EN COMPETENCIAS TÉCNICAS: GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA,2022-07-27,2023-07-27,69575.0,69575.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B041569781,ATC-3 SL,,365.0,190.6164383561644,1.0
2022-06-27,AGP-53/2022-2,APTO.MÁLAGA COSTA SOL,ADECUACIÓN SALA EQUIPO SAI CON EQUIPO CLIMATIZACIÓN MARCA STULZ,2022-07-26,2022-10-26,55500.0,52895.26,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A090050980,INSAE INFRAESTRUCTURAS SA,,92.0,574.9484782608696,0.9530677477477478
2022-06-27,BIO-63/2022,APTO.BILBAO,SUMINISTRO CONSUMIBLES INFORMÁTICA,2022-06-27,2023-06-27,42350.0,42350.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,,A058093816,PMC GRUP 1985 SA,,365.0,116.02739726027397,1.0
2022-06-27,VGO-23/2022,APTO.VIGO,SERVICIO TÉCNICO PARA LA VIGILANCIA Y SEGUIMIENTO DE OBSTÁCULOS EN LAS SLOS Y SERVIDUMBRES AERONÁUTICAS DEL AEROPUERTO DE VIGO,2022-06-27,2023-06-27,10648.0,8409.5,PROCEDIMIENTO ABIERTO SIMPLIFICADO,5.0,B027370220,CERES GESTION SECTORIAL,,365.0,23.03972602739726,0.7897727272727273
2022-06-27,AGP-42/2022-3,APTO.MÁLAGA COSTA SOL,SUSTITUCION DE BATERIAS EN EQUIPAMIENTO SAI EN EL AEROPUERTO DE MÁLAGA - COSTA DEL SOL.LOTE - 3. RIELLO,2022-07-26,2023-05-26,6000.0,7227.41,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A090050980,INSAE INFRAESTRUCTURAS SA,,304.0,23.774375,1.2045683333333332
2022-06-27,SCQ-26/2022,APTO.SANTIAGO,SERVICIO DE CALIBRACIÓN DE EQUIPOS DE LA CENTRAL,2022-07-13,2023-07-13,6655.41,6655.41,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,A028318012,EUROCONTROL SA,,365.0,18.233999999999998,1.0
2022-06-24,DRH-694/2021,ORGANIZ.RECURSOS HUMANOS,FORMACIÓN EN COMPETENCIAS TÉCNICAS: INSTALACIONES TÉRMICAS E HIDRÁULICAS,2022-07-24,2023-07-24,63089.4,63089.4,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B048307706,APRENDIZA CONSULTORES SL,,365.0,172.8476712328767,1.0
2022-06-24,MLN-19/2022,APTO.MELILLA,MANTENIMIENTO DEL SCADA SISTEMA DE DISTRIBUCIÓN DE ENERGIA ELÉCTRICA AEROPUERTO DE MELILLA.  AÑOS 2022-2025.,2022-07-01,2026-07-01,20800.0,18636.8,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B087933172,ALVENTIA TECNOL CONSUL SL,,1461.0,12.756194387405886,0.896
2022-06-23,MAD-45/2022,APTO.A.SUAREZ MAD-BARAJAS,SUMINISTRO E INSTALACIÓN DE EQUIPAMIENTO HARDWARE PARA SUSTITUCIÓN DE MONITORES EN TORRES DE CONTROL DEL AEROPUERTO,2022-07-11,2023-04-11,220540.65,161958.5,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A079486833,ELECNOR SERV PROYECTOS SA,0.0,274.0,591.0894160583941,0.7343702850245521
2022-06-23,SPC-22/2022,APTO.LA PALMA,SUMINISTRO CON INSTALACIÓN DE LA REPOSICIÓN DE BATERÍAS DE SAI2 DE NAV-TWR Y DE CONDENSADORES EN 10X SAI EN EL AEROPUERTO DE LA PALMA,2022-06-28,2022-09-12,66039.33,63521.28,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,A078244134,VERTIV SPAIN SAU,,76.0,835.8063157894736,0.9618704490187893
2022-06-23,DEA-656/2021,DIR.OPERACION Y RED APTOS,A.T. PARA DETERMI.OBSTÁC.A SUPERF.LIMITAD.OBSTÁC. Y OTRAS SUPERF.Y DETERMI.PUNTOS INTERÉS AERON. EN LOS AEROP. MAD Y BCN,2022-07-23,2023-07-23,48400.0,45181.4,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B085427532,NAVYA SOLUTIONS SL,0.0,365.0,123.78465753424658,0.9335
2022-06-23,GRX-51/2022,APTO.GRANADA-JAÉN F.G.L.,SUMINISTRO Y MONTAJE DE DOS CABINAS PARA CONTROL DOCUMENTAL,2022-06-23,2022-09-23,43560.0,40219.61,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,B085779494,AREA 3 EQU DISEÑO INTE SL,,92.0,437.1696739130435,0.9233151974288338
2022-06-23,DEA-79/2022,DIR.OPERACION Y RED APTOS,SERVICIO DE ANALÍTICA PARA ACTUACIONES EN MATERIA DE SEGURIDAD VIAL EN PLATAFORMA PARA LA RED DE AEROPUERTOS DE AENA S.A,2022-07-23,2023-07-23,21780.0,21780.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,Q01518001A,UNIVERSIDAD DE SANTIAGO,,365.0,59.67123287671233,1.0
2022-06-23,MAH-56/2022,APTO.MENORCA,REVISIÓN Y ACTUALIZACIÓN DE INVENTARIO DE ACTIVOS FIJOS EN EL AEROPUERTO DE MENORCA 2022,2022-07-08,2022-12-08,24200.0,13895.64,PROCEDIMIENTO ABIERTO SIMPLIFICADO,5.0,B065322869,ALDEBARAN 2 0 IT PROJ SL,,153.0,90.82117647058823,0.5741999999999999
2022-06-22,DIN-573/2021,APTO.FUERTEVENTURA,NUEVAS TORRES PARA ILUMINACIÓN DE PLATAFORMA. AEROPUERTO DE FUERTEVENTURA,2022-07-22,2023-05-22,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,U010807915,UTE INSAE SIMEL,,304.0,3505.657894736842,0.6965403561026297
2022-06-22,TFN-19/2022,APTO.TENERIFE NORTE,NUEVO SISTEMA DE CLIMA PARA EL CENTRO DE NEGOCIOS,2022-07-22,2023-01-22,264814.3,166484.51,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,A079486833,ELECNOR SERV PROYECTOS SA,,184.0,904.8071195652175,0.6286839872318074
2022-06-22,MAD-71/2022,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE MANTENIMIENTO SIGMA DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2022-07-01,2023-01-01,143748.0,131188.2,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A079486833,ELECNOR SERV PROYECTOS SA,,184.0,712.9793478260871,0.9126262626262627
2022-06-22,DIN-661/2021,D.INFRAESTRUCTURAS Y TECN,TRANSPORTE DE MATERIALES 2022 - 2025,2022-07-22,2023-07-22,36300.0,36300.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B085720290,ONTIME TRASNP Y LOGIST SL,,365.0,99.45205479452055,1.0
2022-06-22,SCQ-29/2022,APTO.SANTIAGO,SUMINISTRO DE PUNTEROS TACTILES,2022-06-22,2025-06-22,2178.0,2178.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B045846714,COARTEGIFT REGALOS PUB,,1096.0,1.9872262773722629,1.0
2022-06-21,DEA-13/2022,VARIOS AEROPUERTOS,SUMIINSTRO DE FURGONES 4X4 CON EQUIPAMIENTO DE SALVAMENTO PARA VARIOS AEROPUERTOS. AÑO 2022,2022-07-21,2023-05-21,,,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,4.0,A028859833,ROSENBAUER ESPAÑOLA SA,,304.0,2983.0082236842104,0.8817058823529412
2022-06-21,TFN-21/2022,APTO.TENERIFE NORTE,ADAPTACIÓN AL CUMPLIMIENTO DE NORMATIVA ENTRY-EXIT SYSTEM,2022-07-21,2022-11-21,243628.3,200732.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,B076675735,INTEDESER GLOBAL SL,,123.0,1631.9674796747968,0.8239272695331372
2022-06-21,PMI-17/2022,APTO.PALMA DE MALLORCA,NUEVO SISTEMA DRENAJE EN EL ENTORNO DEL CT 8.5 DEL AEROPUERTO DE PALMA DE MALLORCA,2022-07-21,2022-10-21,133100.0,96291.8,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,A007017874,OBRAS Y PAVIMENTAC MAN SA,0.0,92.0,1046.65,0.7234545454545455
2022-06-21,PMI-34/2022,APTO.PALMA DE MALLORCA,SUMINISTRO DE BALDOSAS MÓDULO A AEROPUERTO PALMA DE MALLORCA,2022-07-21,2022-08-05,59509.91,58297.81,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,B001966597,"COSENTINO GLOBAL, S.L.U.",,15.0,3886.5206666666663,0.9796319638191352
2022-06-21,DEA-12/2022,DIR.OPERACION Y RED APTOS,"ADQUISICIÓN DE MÓDULOS Y ACCESORIOS PARA INSTALACIONES DE NAVEGACIÓN AÉREA DE AENA S.M.E., S.A.",2022-07-21,2022-10-21,22375.88,18997.0,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,3.0,B083028084,DEIMOS SPACE SLU,,92.0,206.4891304347826,0.8489945423375527
2022-06-21,BCN-156/2022-1,APTO.J.TARRAD BARCELONA P,SUMINISTRO DE REPUESTOS PARA LOS GRUPOS ELECTRÓGENOS DE LAS PLANTAS DE EMERGENCIA.LOTE - 1,2022-07-01,2022-09-01,21125.39,17787.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B081952913,ALCANER 2000 SL,,62.0,286.88709677419354,0.8419726215705368
2022-06-20,IBZ-19/2022,APTO.IBIZA,SERVICIO DE EJECUCIÓN DE PROCEDIMIENTOS DE GESTIÓN DEL CAMBIO Y MANTENIMIENTO DEL CERTIFICADO DEL AEROPUERTO DE IBIZA,2022-07-17,2023-07-17,175401.6,163350.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B083997072,GESNAER CONSULTING SLNE,0.0,365.0,447.5342465753425,0.9312913907284768
2022-06-17,MAD-73/2022,APTO.A.SUAREZ MAD-BARAJAS,"SERVICIO DE MANTENIMIENTO, REVISIÓN Y ACTUALIZACIÓN DEL INVENTARIO DE ACTIVOS DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS",2022-06-17,2023-06-17,119669.86,119669.86,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A084842079,AIRIA INGEN Y SERV SA,0.0,365.0,327.8626301369863,1.0
2022-06-17,GRO-66/2022,APTO.GIRONA-COSTA BRAVA,ACTUALIZACIÓN DEL SISTEMA GEMYC Y ADAPTACIÓN AL TETRA,2022-06-27,2022-10-27,119790.0,118399.58,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,A019024249,AMPER SISTEMAS SA,,122.0,970.4883606557377,0.9883928541614492
2022-06-17,PMI-42/2022,APTO.PALMA DE MALLORCA,NUEVA CLIMATIZACIÓN EN SALAS VIP DEL AEROPUERTO DE PALMA DE MALLORCA,2022-06-17,2022-10-17,92530.24,78650.7,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,U010796522,UTE EFS - EUROFRED,0.0,122.0,644.677868852459,0.8499999567708891
2022-06-17,LPA-10/2022,APTO.GRAN CANARIA,RENOVACIÓN DE ACOMETIDA DE GAS DE LA INSTALACIÓN DE PRÁCTICAS DEL SSEI,2022-06-17,2022-09-17,24610.0,24160.41,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B035804798,"SERVI - PROYEC 2004, S.L.",,92.0,262.613152173913,0.9817314099959366
2022-06-17,GMZ-19/2022,APTO.LA GOMERA,SERVICIO DE INSPECCIÓN LEGAL Y MANTENIMIENTO DE LOS EQUIPOS DE RESPIRACIÓN AUTÓNOMA (ERA) EN EL AEROPUERTO DE LA GOMERA,2022-06-29,2022-07-29,1712.0,1626.4,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B076557727,INAIRPRES CANARIAS SL,,30.0,54.21333333333334,0.9500000000000001
2022-06-16,DEA-1/2022,VARIOS AEROPUERTOS,"SERVICIO DE MANTENIMIENTO DE LAS INSTALACIONES DE ALTA TENSIÓN, BAJA TENSIÓN Y SAIS. AEROPUERTOS: GRAN CANARIA, LANZAROTE Y FUERTEVENTURA",2022-07-16,2024-07-16,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,U010768778,UTE SACYR TRALEMSA,,731.0,2172.6793570451437,0.9774363961893517
2022-06-16,BCN-93/2022,APTO.J.TARRAD BARCELONA P,"ADECUACIÓN DEL PUENTE A SU PASO SOBRE LA B 204, AVDA DEL AEROPUERTO",2022-07-18,2022-10-31,157709.33,154394.44,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B086258183,ESTR TEC SERV REHABIL SL,0.0,105.0,1470.423238095238,0.9789810152639671
2022-06-16,TFS-43/2022,APTO.TENERIFE SUR,RENOVACIÓN DE VALLADO PERIMETRAL DE SEGURIDAD EN INSTALACIONES SANITARIAS DE AGUAS,2022-07-15,2022-12-15,112350.0,76986.5,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B076675735,INTEDESER GLOBAL SL,0.0,153.0,503.17973856209153,0.6852380952380952
2022-06-16,MAD-56/2022,APTO.A.SUAREZ MAD-BARAJAS,"SERVICIO DE COORDINACION Y CONTROL DE OBRAS PRIVATIVAS EN ZONAS COMERCIALES DE T123, T4, T4S Y OTRAS SUPERFICIES DE USO COMERCIAL DEL AEROPUERTO ASMB",2022-07-15,2023-07-15,72600.0,60621.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B029869856,AERTEC SOLUTIONS SL,,365.0,166.0849315068493,0.835
2022-06-16,IBZ-25/2022,APTO.IBIZA,"SUMINISTRO DE TARJETAS CON BANDA MAGNETICA Y PROXIMIDAD, GRIPPER SUJECION, PINZAS COCODRILO Y PCP",2022-06-16,2024-06-16,2766.06,2766.06,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B092296789,CAPTURA DE DATOS CYS SL,,731.0,3.783939808481532,1.0
2022-06-15,PMI-16/2022,APTO.PALMA DE MALLORCA,OBRA CIVIL Y ACOMETIDAS PARA INSTALACION ENTRY EXIT SYSTEM,2022-07-11,2022-11-11,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B057465213,MATIAS ARROM BIBILONI SL,0.0,123.0,7090.79674796748,0.848
2022-06-15,ALC-10/2022,APTO.ALICANTE-ELCHE,MEJORA DE DIVERSAS FUNCIONALIDADES EN LOS SCADA PARA AHORRO ENERGÉTICO Y MEJORA DE LA SUPERVISIÓN DE LAS INSTALACIONES,2022-07-15,2023-02-15,197230.0,147449.95,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A007088206,SAMPOL INGENIER Y OBRA SA,,215.0,685.8137209302326,0.7476040663185114
2022-06-15,SCQ-14/2022,APTO.SANTIAGO,SERVICIO DE RETIMBRADO DE CILINDROS,2022-07-15,2022-10-15,96340.2,96340.2,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B015259765,SISTEMA SEGURIDADE A-1 SL,0.0,92.0,1047.1760869565217,1.0
2022-06-15,SLM-39/2021,APTO.SALAMANCA,ADECUACION TORRES MEGA AEROPUERTO DE SALAMANCA,2022-06-16,2022-11-16,91665.09,79347.76,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,B045717451,SERTEC INGENIE Y OBRAS SL,,153.0,518.6128104575163,0.8656268160539634
2022-06-15,FUE-13/2022,APTO.FUERTEVENTURA,ADQUISICIÓN DE DIFERENTES TIPOS DE PAPELERAS,2022-06-15,2022-08-15,32100.0,29700.04,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,B035011675,CAVAS CATALANAS SL,,61.0,486.8859016393443,0.9252348909657321
2022-06-15,SCQ-27/2022,APTO.SANTIAGO,"SUMINISTRO DE GASOLINA PARA VEHICULOS, EQUIPOS AUXILIARES Y PRACTICAS DEL SSEI EN EL AEROPUERTO DE SANTIAGO ROSALIA DE CASTRO",2022-06-28,2026-06-28,4840.0,4840.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B083709535,STILMER DEXTER SL,,1461.0,3.3127994524298425,1.0
2022-06-14,PMI-2/2022,APTO.PALMA DE MALLORCA,SERVICIO DE HIGIENIZACIÓN DE LOS SISTEMAS DE CLIMATIZACIÓN,2022-07-11,2023-07-11,563363.38,477950.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,B057442964,VILO MEDITERRANEO SL,0.0,365.0,1309.4520547945206,0.8483867020252541
2022-06-14,VLL-14/2022,APTO.VALLADOLID,NUEVA IMPERMEABILIZACION DEL EDIFICIO TERMINAL,2022-07-01,2022-09-23,205700.0,162140.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B055633168,OBRES I SERVEIS CURTO SL,,84.0,1930.2380952380952,0.788235294117647
2022-06-14,SVQ-10/2022,APTO.SEVILLA,SERVICIO DE MANTENIMIENTO DE LOS SISTEMAS DE SEGURIDAD EN EL AEROPUERTO DE SEVILLA,2022-06-14,2023-06-14,48400.0,42222.95,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A079252219,SECURITAS SEGURIDAD ES SA,,365.0,115.67931506849314,0.8723749999999999
2022-06-14,DCG-148/2022,DIRECCIÓN DE CONTRATACIÓN,ADQUISICIÓN Y SUMINISTRO DE HIGIÉNICOS Y DESECHABLES PARA LOS OFFICES DE LOS SERVICIOS CENTRALES DE AENA,2022-07-08,2023-07-08,2815.97,2815.97,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,B011270097,BENITEZ PAUBLETE,,365.0,7.714986301369862,1.0
2022-06-13,MAD-86/2022,APTO.A.SUAREZ MAD-BARAJAS,SUMINISTROS DE DECORACIÓN Y AMBIENTACIÓN PARA EVENTOS DE MARKETING AEROPORTUARIO,2022-06-17,2023-06-17,24079.0,24079.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,3.0,B081055287,INK PORCIEN EVENTOS SL,,365.0,65.96986301369863,1.0
2022-06-13,ALC-15/2022,APTO.ALICANTE-ELCHE,MANTENIMIENTO MÁQUINAS DE TASAS AEROPUERTO DE ALICANTE-ELCHE MIGUEL HERNÁNDEZ,2022-07-01,2023-07-01,12476.31,12476.31,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,043513002S,GOMEZ LUCIA CARLOS LUIS,,365.0,34.18167123287671,1.0
2022-06-13,IBZ-17/2022,APTO.IBIZA,"SERVICIO DE RECOGIDA DE EFECTIVO Y DE ENTREGA DE CAMBIO EN LAS INSTALACIONES DE AENA, S.M.E., S.A.-AEROPUERTO DE IBIZA",2022-07-02,2023-07-20,1799.61,1619.6,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,A007044530,TRABLISA,0.0,383.0,4.228720626631853,0.8999727718783515
2022-06-12,DCG-137/2022,DIRECCIÓN DE CONTRATACIÓN,ADQUISICIÓN Y SUMINISTRO DE MATERIAL DE OFICINA PARA LOS SERVICIOS CENTRALES DE AENA,2022-07-08,2024-07-08,35088.46,35088.46,PROCEDIMIENTO ABIERTO SIMPLIFICADO,2.0,B084025774,ROMERO HERMANOS AIRES S.L,,731.0,48.000629274965796,1.0
2022-06-10,DTC-676/2021,APTO.PALMA DE MALLORCA,AMPLIACIÓN DE LA RMS PARA ATENDER LAS NECESIDADES DE SISTEMA PCI EN EL AEROPUERTO DE PALMA DE MALLORCA,2022-07-10,2023-04-10,548825.08,348929.43,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,5.0,A080183916,COMFICA SOLUC INTEGRAL SA,,274.0,1273.4650729927007,0.6357753002104058
2022-06-10,DEA-527/2021,DIR.OPERACION Y RED APTOS,AT  DETERMINACIÓN OBSTÁC A LAS SLO Y OTRAS SUPERFIC Y DETERMINAC PUNTS INTERÉS AERONÁU EN 6 AEROPU Y ACTIVIDA EXTR  MODIFCA ESTUDIO OBSTÁC VAR AEROP,2022-07-08,2023-03-18,143990.0,143723.8,PROCEDIMIENTO ABIERTO SIMPLIFICADO,4.0,B081189417,CONSULTOP SL,0.0,253.0,568.0782608695652,0.9981512605042016
2022-06-10,ALC-9/2022,APTO.ALICANTE-ELCHE,SEGUIMIENTO Y SUPERVISION DE LOS SERVICIOS DE ASISTENCIA EN TIERRA EN EL AEROPUERTO DE ALICANTE-ELCHE MIGUEL HERNANDEZ,2022-06-15,2023-06-15,54450.0,45980.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,B029869856,AERTEC SOLUTIONS SL,,365.0,125.97260273972603,0.8444444444444444
2022-06-10,DRH-539/2021,ORGANIZ.RECURSOS HUMANOS,PROGRAMA ESPECIALIZADO DE DESARROLLO DIRECTIVO,2022-07-10,2023-07-10,18150.0,14520.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B087352340,AUREN CONSULTORES SLP,0.0,365.0,39.78082191780822,0.8
2022-06-09,BCN-70/2022,APTO.J.TARRAD BARCELONA P,MANTENIMIENTO DE PEQUEÑOS DESARROLLOS PARA EL AEROPUERTO JOSEP TARRADELLAS BARCELONA ¿ EL PRAT,2022-09-01,2024-09-01,362879.0,307315.8,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A078507977,DIMATICA,,731.0,420.4046511627907,0.8468822940980326
2022-06-09,MAD-24/2022,APTO.A.SUAREZ MAD-BARAJAS,RENOVACIÓN SISTEMA DETECCIÓN INCENDIOS EN TWR OESTE,2022-07-15,2023-04-15,279510.0,279510.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B028154334,HONEYWELL SL,,274.0,1020.1094890510949,1.0
2022-06-09,TFN-18/2022,APTO.TENERIFE NORTE,EXPEDIENTE ABIERTO PARA LA MEJORA DE LA SEÑALIZACIÓN EN LA URBANIZACIÓN DEL AEROPUERTO DE TENERIFE NORTE-CIUDAD DE LA LAGUNA,2022-06-13,2023-06-13,42800.0,42800.0,PROCEDIMIENTO ABIERTO SIMPLIFICADO,1.0,A042004598,SEÑALIZACIONES VILLAR SA,,365.0,117.26027397260275,1.0
2022-06-08,AGP-46/2022,APTO.MÁLAGA COSTA SOL,SUSTITUCIÓN DE EQUIPOS DE CLIMATIZACIÓN DE LAS PREPASARELAS DEL DIQUE D DE LA  T-3 EN EL A AEROPUERTO DE MÁLAGA-COSTA DEL SOL,2022-07-08,2023-03-08,725989.61,642863.49,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,7.0,B002272490,EIFFAGE ENERGIA SLU,,243.0,2645.5287654320987,0.8854995734718573
2022-06-08,PMI-22/2022,APTO.PALMA DE MALLORCA,SUMINISTRO E INSTALACIÓN DE NUEVAS ISLETAS DE RECICLAJE EN MÓDULOS A Y D Y EDIFICIO TERMINAL DEL AEROPUERTO DE PALMA DE MALLORCA,2022-06-09,2022-09-09,196315.83,186498.64,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A058890682,DOUBLET IBERICA SA,,92.0,2027.1591304347828,0.9499928762749291
2022-06-08,PMI-28/2022,APTO.PALMA DE MALLORCA,NUEVA INSTALACION DE CLIMATIZACIÓN EN VARIAS DEPENDENCIAS DE AENA EN EL AEROPUERTO DE PALMA DE MALLORCA,2022-07-08,2022-11-08,141256.54,117104.96,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A007088206,SAMPOL INGENIER Y OBRA SA,,123.0,952.0728455284553,0.829023279205338
2022-06-08,PMI-29/2022,APTO.PALMA DE MALLORCA,NUEVA INSTALACION ELECTRICA PARA PUESTOS DE PMRS Y BUGGIES EN EL EDIFICIO TERMINAL DEL AEROPUERTO DE PALMA DE MALLORCA,2022-07-08,2022-09-14,116028.52,85645.98,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A007088206,SAMPOL INGENIER Y OBRA SA,0.0,68.0,1259.4997058823528,0.7381459317071354
2022-06-08,TFN-23/2022,APTO.TENERIFE NORTE,SERVICIO DE JARDINERÍA EN EL AEROPUERTO TENERIFE NORTE-CIUDAD DE LA LAGUNA,2022-06-13,2023-06-13,67053.94,53456.41,PROCEDIMIENTO ABIERTO SIMPLIFICADO,6.0,B076604404,PICCONIA GEST SL,,365.0,146.4559178082192,0.7972150480642898
2022-06-07,IBZ-22/2022,APTO.IBIZA,SUSTITUCION DE TRANSFORMADORES,2022-06-07,2022-11-07,71317.82,59483.33,PROCEDIMIENTO ABIERTO SIMPLIFICADO,6.0,A007088206,SAMPOL INGENIER Y OBRA SA,0.0,153.0,388.77993464052287,0.8340598464731535
2022-06-07,MAD-221/2021,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO PARA EL SEGUIMIENTO DE LA ACTIVIDAD DE LAS EMPRESAS DE ASISTENCIA EN TIERRA EN EL AEROPUERTO ADOLFO SUAREZ MADRID-BARAJAS,2022-07-01,2023-07-01,58817.76,56870.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B083997072,GESNAER CONSULTING SLNE,,365.0,155.8082191780822,0.9668848320643288
2022-06-07,AGP-55/2022,APTO.MÁLAGA COSTA SOL,SUMINISTRO CON INSTALACIÓN DE ACOMETIDAS ELECTRICAS PARA SERVICIOS DIVERSOS DEL AEROPUERTO DE MALAGA-COSTA DEL SOL,2022-07-06,2024-07-06,48400.0,48400.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A091614263,INGEMONT TECNOLOGIAS SA,,731.0,66.21067031463748,1.0
2022-06-06,ACE-30/2022,APTO.CESAR MANR LANZAROTE,LIMPIEZA DE CAUCHO RWY 03/21 Y SEÑALIZACIÓN HORIZONTAL EN ÁREA DE MOVIMIENTO,2022-09-01,2022-11-01,58850.0,58850.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B087629150,ROE-CO TECN Y SERV IND SL,,61.0,964.7540983606557,1.0
2022-06-06,TFS-34/2022,APTO.TENERIFE SUR,SUMINISTRO DE PAPELERAS DE INTERIOR,2022-07-06,2022-10-06,60829.5,57788.03,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A058890682,DOUBLET IBERICA SA,,92.0,628.1307608695652,0.9500000821969603
2022-06-06,LPA-9/2022,APTO.GRAN CANARIA,SUMINISTRO POR RENTING Y MANTENIMIENTO DE MULTIFUNCIONES EN EL AEROPUERTO DE GRAN CANARIA,2022-06-06,2027-06-06,34050.14,32023.33,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B035712678,"KANARINOLTA, S.L.",,1826.0,17.537420591456737,0.9404757219794104
